office_green,Office Green,#008000,0,128,0
old_gold,Old Gold,#cfb53b,59,181,207
old_lace,Old Lace,#fdf5e6,230,245,253
old_lavender,Old Lavender,#796878,120,104,121
old_mauve,Old Mauve,#673147,71,49,103
old_rose,Old Rose,#c08081,129,128,192
olive,Olive,#808000,0,128,128
olive_drab_7,Olive Drab #7,#3c341f,31,52,60
olive_drab_web_olive_drab_3,Olive Drab (Web) (Olive Drab #3),#6b8e23,35,142,107
olivine,Olivine,#9ab973,115,185,154
onyx,Onyx,#353839,57,56,53
opera_mauve,Opera Mauve,#b784a7,167,132,183
orange_color_wheel,Orange (Color Wheel),#ff7f00,0,127,255
orange_peel,Orange Peel,#ff9f00,0,159,255
orange_red,Orange-Red,#ff4500,0,69,255
orange_ryb,Orange (Ryb),#fb9902,2,153,251
orange_web_color,Orange (Web Color),#ffa500,0,165,255
orchid,Orchid,#da70d6,214,112,218
otter_brown,Otter Brown,#654321,33,67,101
ou_crimson_red,Ou Crimson Red,#900,0,0,153
outer_space,Outer Space,#414a4c,76,74,65
outrageous_orange,Outrageous Orange,#ff6e4a,74,110,255
oxford_blue,Oxford Blue,#002147,71,33,0
pakistan_green,Pakistan Green,#060,0,102,0
palatinate_blue,Palatinate Blue,#273be2,226,59,39
palatinate_purple,Palatinate Purple,#682860,96,40,104
pale_aqua,Pale Aqua,#bcd4e6,230,212,188
pale_blue,Pale Blue,#afeeee,238,238,175
pale_brown,Pale Brown,#987654,84,118,152
pale_carmine,Pale Carmine,#af4035,53,64,175
pale_cerulean,Pale Cerulean,#9bc4e2,226,196,155
pale_chestnut,Pale Chestnut,#ddadaf,175,173,221
pale_copper,Pale Copper,#da8a67,103,138,218
pale_cornflower_blue,Pale Cornflower Blue,#abcdef,239,205,171
pale_gold,Pale Gold,#e6be8a,138,190,230
pale_goldenrod,Pale Goldenrod,#eee8aa,170,232,238
pale_green,Pale Green,#98fb98,152,251,152
pale_lavender,Pale Lavender,#dcd0ff,255,208,220
pale_magenta,Pale Magenta,#f984e5,229,132,249
pale_pink,Pale Pink,#fadadd,221,218,250
pale_plum,Pale Plum,#dda0dd,221,160,221
pale_red_violet,Pale Red-Violet,#db7093,147,112,219
pale_robin_egg_blue,Pale Robin Egg Blue,#96ded1,209,222,150
pale_silver,Pale Silver,#c9c0bb,187,192,201
pale_spring_bud,Pale Spring Bud,#ecebbd,189,235,236
pale_taupe,Pale Taupe,#bc987e,126,152,188
pale_violet_red,Pale Violet-Red,#db7093,147,112,219
pansy_purple,Pansy Purple,#78184a,74,24,120
papaya_whip,Papaya Whip,#ffefd5,213,239,255
paris_green,Paris Green,#50c878,120,200,80
pastel_blue,Pastel Blue,#aec6cf,207,198,174
pastel_brown,Pastel Brown,#836953,83,105,131
pastel_gray,Pastel Gray,#cfcfc4,196,207,207
pastel_green,Pastel Green,#7d7,119,221,119
pastel_magenta,Pastel Magenta,#f49ac2,194,154,244
pastel_orange,Pastel Orange,#ffb347,71,179,255
pastel_pink,Pastel Pink,#dea5a4,164,165,222
pastel_purple,Pastel Purple,#b39eb5,181,158,179
pastel_red,Pastel Red,#ff6961,97,105,255
pastel_violet,Pastel Violet,#cb99c9,201,153,203
pastel_yellow,Pastel Yellow,#fdfd96,150,253,253
patriarch,Patriarch,#800080,128,0,128
payne_s_grey,Payne'S Grey,#536878,120,104,83
peach,Peach,#ffe5b4,180,229,255
peach_crayola,Peach (Crayola),#ffcba4,164,203,255
peach_orange,Peach-Orange,#fc9,153,204,255
peach_puff,Peach Puff,#ffdab9,185,218,255
peach_yellow,Peach-Yellow,#fadfad,173,223,250
pear,Pear,#d1e231,49,226,209
pearl,Pearl,#eae0c8,200,224,234
pearl_aqua,Pearl Aqua,#88d8c0,192,216,136
pearly_purple,Pearly Purple,#b768a2,162,104,183
peridot,Peridot,#e6e200,0,226,230
periwinkle,Periwinkle,#ccf,255,204,204
persian_blue,Persian Blue,#1c39bb,187,57,28
persian_green,Persian Green,#00a693,147,166,0
persian_indigo,Persian Indigo,#32127a,122,18,50
persian_orange,Persian Orange,#d99058,88,144,217
persian_pink,Persian Pink,#f77fbe,190,127,247
persian_plum,Persian Plum,#701c1c,28,28,112
persian_red,Persian Red,#c33,51,51,204
persian_rose,Persian Rose,#fe28a2,162,40,254
persimmon,Persimmon,#ec5800,0,88,236
peru,Peru,#cd853f,63,133,205
phlox,Phlox,#df00ff,255,0,223
phthalo_blue,Phthalo Blue,#000f89,137,15,0
phthalo_green,Phthalo Green,#123524,36,53,18
piggy_pink,Piggy Pink,#fddde6,230,221,253
pine_green,Pine Green,#01796f,111,121,1
pink,Pink,#ffc0cb,203,192,255
pink_lace,Pink Lace,#ffddf4,244,221,255
pink_orange,Pink-Orange,#f96,102,153,255
pink_pearl,Pink Pearl,#e7accf,207,172,231
pink_sherbet,Pink Sherbet,#f78fa7,167,143,247
pistachio,Pistachio,#93c572,114,197,147
platinum,Platinum,#e5e4e2,226,228,229
plum_traditional,Plum (Traditional),#8e4585,133,69,142
plum_web,Plum (Web),#dda0dd,221,160,221
portland_orange,Portland Orange,#ff5a36,54,90,255
powder_blue_web,Powder Blue (Web),#b0e0e6,230,224,176
princeton_orange,Princeton Orange,#ff8f00,0,143,255
prune,Prune,#701c1c,28,28,112
prussian_blue,Prussian Blue,#003153,83,49,0
psychedelic_purple,Psychedelic Purple,#df00ff,255,0,223
puce,Puce,#c89,153,136,204
pumpkin,Pumpkin,#ff7518,24,117,255
purple_heart,Purple Heart,#69359c,156,53,105
purple_html_css,Purple (Html/Css),#800080,128,0,128
purple_mountain_majesty,Purple Mountain Majesty,#9678b6,182,120,150
purple_munsell,Purple (Munsell),#9f00c5,197,0,159
purple_pizzazz,Purple Pizzazz,#fe4eda,218,78,254
purple_taupe,Purple Taupe,#50404d,77,64,80
purple_x11,Purple (X11),#a020f0,240,32,160
quartz,Quartz,#51484f,79,72,81
rackley,Rackley,#5d8aa8,168,138,93
radical_red,Radical Red,#ff355e,94,53,255
rajah,Rajah,#fbab60,96,171,251
raspberry,Raspberry,#e30b5d,93,11,227
raspberry_glace,Raspberry Glace,#915f6d,109,95,145
raspberry_pink,Raspberry Pink,#e25098,152,80,226
raspberry_rose,Raspberry Rose,#b3446c,108,68,179
raw_umber,Raw Umber,#826644,68,102,130
razzle_dazzle_rose,Razzle Dazzle Rose,#f3c,204,51,255
razzmatazz,Razzmatazz,#e3256b,107,37,227
red,Red,#f00,0,0,255
red_brown,Red-Brown,#a52a2a,42,42,165
red_devil,Red Devil,#860111,17,1,134
red_munsell,Red (Munsell),#f2003c,60,0,242
red_ncs,Red (Ncs),#c40233,51,2,196
red_orange,Red-Orange,#ff5349,73,83,255
red_pigment,Red (Pigment),#ed1c24,36,28,237
red_ryb,Red (Ryb),#fe2712,18,39,254
red_violet,Red-Violet,#c71585,133,21,199
redwood,Redwood,#ab4e52,82,78,171
regalia,Regalia,#522d80,128,45,82
resolution_blue,Resolution Blue,#002387,135,35,0
rich_black,Rich Black,#004040,64,64,0
rich_brilliant_lavender,Rich Brilliant Lavender,#f1a7fe,254,167,241
rich_carmine,Rich Carmine,#d70040,64,0,215
rich_electric_blue,Rich Electric Blue,#0892d0,208,146,8
rich_lavender,Rich Lavender,#a76bcf,207,107,167
rich_lilac,Rich Lilac,#b666d2,210,102,182
rich_maroon,Rich Maroon,#b03060,96,48,176
rifle_green,Rifle Green,#414833,51,72,65
robin_egg_blue,Robin Egg Blue,#0cc,204,204,0
rose,Rose,#ff007f,127,0,255
rose_bonbon,Rose Bonbon,#f9429e,158,66,249
rose_ebony,Rose Ebony,#674846,70,72,103
rose_gold,Rose Gold,#b76e79,121,110,183
rose_madder,Rose Madder,#e32636,54,38,227
rose_pink,Rose Pink,#f6c,204,102,255
rose_quartz,Rose Quartz,#aa98a9,169,152,170
rose_taupe,Rose Taupe,#905d5d,93,93,144
rose_vale,Rose Vale,#ab4e52,82,78,171
rosewood,Rosewood,#65000b,11,0,101
rosso_corsa,Rosso Corsa,#d40000,0,0,212
rosy_brown,Rosy Brown,#bc8f8f,143,143,188
royal_azure,Royal Azure,#0038a8,168,56,0
royal_blue_traditional,Royal Blue (Traditional),#002366,102,35,0
royal_blue_web,Royal Blue (Web),#4169e1,225,105,65
royal_fuchsia,Royal Fuchsia,#ca2c92,146,44,202
royal_purple,Royal Purple,#7851a9,169,81,120
royal_yellow,Royal Yellow,#fada5e,94,218,250
rubine_red,Rubine Red,#d10056,86,0,209
ruby,Ruby,#e0115f,95,17,224
ruby_red,Ruby Red,#9b111e,30,17,155
ruddy,Ruddy,#ff0028,40,0,255
ruddy_brown,Ruddy Brown,#bb6528,40,101,187
ruddy_pink,Ruddy Pink,#e18e96,150,142,225
rufous,Rufous,#a81c07,7,28,168
russet,Russet,#80461b,27,70,128
rust,Rust,#b7410e,14,65,183
rusty_red,Rusty Red,#da2c43,67,44,218
sacramento_state_green,Sacramento State Green,#00563f,63,86,0
saddle_brown,Saddle Brown,#8b4513,19,69,139
safety_orange_blaze_orange,Safety Orange (Blaze Orange),#ff6700,0,103,255
saffron,Saffron,#f4c430,48,196,244
salmon,Salmon,#ff8c69,105,140,255
salmon_pink,Salmon Pink,#ff91a4,164,145,255
sand,Sand,#c2b280,128,178,194
sand_dune,Sand Dune,#967117,23,113,150
sandstorm,Sandstorm,#ecd540,64,213,236
sandy_brown,Sandy Brown,#f4a460,96,164,244
sandy_taupe,Sandy Taupe,#967117,23,113,150
sangria,Sangria,#92000a,10,0,146
sap_green,Sap Green,#507d2a,42,125,80
sapphire,Sapphire,#0f52ba,186,82,15
sapphire_blue,Sapphire Blue,#0067a5,165,103,0
satin_sheen_gold,Satin Sheen Gold,#cba135,53,161,203
scarlet,Scarlet,#ff2400,0,36,255
scarlet_crayola,Scarlet (Crayola),#fd0e35,53,14,253
school_bus_yellow,School Bus Yellow,#ffd800,0,216,255
screamin_green,Screamin' Green,#76ff7a,122,255,118
sea_blue,Sea Blue,#006994,148,105,0
sea_green,Sea Green,#2e8b57,87,139,46
seal_brown,Seal Brown,#321414,20,20,50
seashell,Seashell,#fff5ee,238,245,255
selective_yellow,Selective Yellow,#ffba00,0,186,255
sepia,Sepia,#704214,20,66,112
shadow,Shadow,#8a795d,93,121,138
shamrock_green,Shamrock Green,#009e60,96,158,0
shocking_pink,Shocking Pink,#fc0fc0,192,15,252
shocking_pink_crayola,Shocking Pink (Crayola),#ff6fff,255,111,255
sienna,Sienna,#882d17,23,45,136
silver,Silver,#c0c0c0,192,192,192
sinopia,Sinopia,#cb410b,11,65,203
skobeloff,Skobeloff,#007474,116,116,0
sky_blue,Sky Blue,#87ceeb,235,206,135
sky_magenta,Sky Magenta,#cf71af,175,113,207
slate_blue,Slate Blue,#6a5acd,205,90,106
slate_gray,Slate Gray,#708090,144,128,112
smalt_dark_powder_blue,Smalt (Dark Powder Blue),#039,153,51,0
smokey_topaz,Smokey Topaz,#933d41,65,61,147
smoky_black,Smoky Black,#100c08,8,12,16
snow,Snow,#fffafa,250,250,255
spiro_disco_ball,Spiro Disco Ball,#0fc0fc,252,192,15
spring_bud,Spring Bud,#a7fc00,0,252,167
spring_green,Spring Green,#00ff7f,127,255,0
st_patrick_s_blue,St. Patrick'S Blue,#23297a,122,41,35
steel_blue,Steel Blue,#4682b4,180,130,70
stil_de_grain_yellow,Stil De Grain Yellow,#fada5e,94,218,250
stizza,Stizza,#900,0,0,153
stormcloud,Stormcloud,#4f666a,106,102,79
straw,Straw,#e4d96f,111,217,228
sunglow,Sunglow,#fc3,51,204,255
sunset,Sunset,#fad6a5,165,214,250
tan,Tan,#d2b48c,140,180,210
tangelo,Tangelo,#f94d00,0,77,249
tangerine,Tangerine,#f28500,0,133,242
tangerine_yellow,Tangerine Yellow,#fc0,0,204,255
tango_pink,Tango Pink,#e4717a,122,113,228
taupe,Taupe,#483c32,50,60,72
taupe_gray,Taupe Gray,#8b8589,137,133,139
tea_green,Tea Green,#d0f0c0,192,240,208
tea_rose_orange,Tea Rose (Orange),#f88379,121,131,248
tea_rose_rose,Tea Rose (Rose),#f4c2c2,194,194,244
teal,Teal,#008080,128,128,0
teal_blue,Teal Blue,#367588,136,117,54
teal_green,Teal Green,#00827f,127,130,0
telemagenta,Telemagenta,#cf3476,118,52,207
tenn_tawny,Tenné (Tawny),#cd5700,0,87,205
terra_cotta,Terra Cotta,#e2725b,91,114,226
thistle,Thistle,#d8bfd8,216,191,216
thulian_pink,Thulian Pink,#de6fa1,161,111,222
tickle_me_pink,Tickle Me Pink,#fc89ac,172,137,252
tiffany_blue,Tiffany Blue,#0abab5,181,186,10
tiger_s_eye,Tiger'S Eye,#e08d3c,60,141,224
timberwolf,Timberwolf,#dbd7d2,210,215,219
titanium_yellow,Titanium Yellow,#eee600,0,230,238
tomato,Tomato,#ff6347,71,99,255
toolbox,Toolbox,#746cc0,192,108,116
topaz,Topaz,#ffc87c,124,200,255
tractor_red,Tractor Red,#fd0e35,53,14,253
trolley_grey,Trolley Grey,#808080,128,128,128
tropical_rain_forest,Tropical Rain Forest,#00755e,94,117,0
true_blue,True Blue,#0073cf,207,115,0
tufts_blue,Tufts Blue,#417dc1,193,125,65
tumbleweed,Tumbleweed,#deaa88,136,170,222
turkish_rose,Turkish Rose,#b57281,129,114,181
turquoise,Turquoise,#30d5c8,200,213,48
turquoise_blue,Turquoise Blue,#00ffef,239,255,0
turquoise_green,Turquoise Green,#a0d6b4,180,214,160
tuscan_red,Tuscan Red,#7c4848,72,72,124
twilight_lavender,Twilight Lavender,#8a496b,107,73,138
tyrian_purple,Tyrian Purple,#66023c,60,2,102
ua_blue,Ua Blue,#03a,170,51,0
ua_red,Ua Red,#d9004c,76,0,217
ube,Ube,#8878c3,195,120,136
ucla_blue,Ucla Blue,#536895,149,104,83
ucla_gold,Ucla Gold,#ffb300,0,179,255
ufo_green,Ufo Green,#3cd070,112,208,60
ultra_pink,Ultra Pink,#ff6fff,255,111,255
ultramarine,Ultramarine,#120a8f,143,10,18
ultramarine_blue,Ultramarine Blue,#4166f5,245,102,65
umber,Umber,#635147,71,81,99
unbleached_silk,Unbleached Silk,#ffddca,202,221,255
united_nations_blue,United Nations Blue,#5b92e5,229,146,91
university_of_california_gold,University Of California Gold,#b78727,39,135,183
unmellow_yellow,Unmellow Yellow,#ff6,102,255,255
up_forest_green,Up Forest Green,#014421,33,68,1
up_maroon,Up Maroon,#7b1113,19,17,123
upsdell_red,Upsdell Red,#ae2029,41,32,174
urobilin,Urobilin,#e1ad21,33,173,225
usafa_blue,Usafa Blue,#004f98,152,79,0
usc_cardinal,Usc Cardinal,#900,0,0,153
usc_gold,Usc Gold,#fc0,0,204,255
utah_crimson,Utah Crimson,#d3003f,63,0,211
vanilla,Vanilla,#f3e5ab,171,229,243
vegas_gold,Vegas Gold,#c5b358,88,179,197
venetian_red,Venetian Red,#c80815,21,8,200
verdigris,Verdigris,#43b3ae,174,179,67
vermilion_cinnabar,Vermilion (Cinnabar),#e34234,52,66,227
vermilion_plochere,Vermilion (Plochere),#d9603b,59,96,217
veronica,Veronica,#a020f0,240,32,160
violet,Violet,#8f00ff,255,0,143
violet_blue,Violet-Blue,#324ab2,178,74,50
violet_color_wheel,Violet (Color Wheel),#7f00ff,255,0,127
violet_ryb,Violet (Ryb),#8601af,175,1,134
violet_web,Violet (Web),#ee82ee,238,130,238
viridian,Viridian,#40826d,109,130,64
vivid_auburn,Vivid Auburn,#922724,36,39,146
vivid_burgundy,Vivid Burgundy,#9f1d35,53,29,159
vivid_cerise,Vivid Cerise,#da1d81,129,29,218
vivid_tangerine,Vivid Tangerine,#ffa089,137,160,255
vivid_violet,Vivid Violet,#9f00ff,255,0,159
warm_black,Warm Black,#004242,66,66,0
waterspout,Waterspout,#a4f4f9,249,244,164
wenge,Wenge,#645452,82,84,100
wheat,Wheat,#f5deb3,179,222,245
white,White,#fff,255,255,255
white_smoke,White Smoke,#f5f5f5,245,245,245
wild_blue_yonder,Wild Blue Yonder,#a2add0,208,173,162
wild_strawberry,Wild Strawberry,#ff43a4,164,67,255
wild_watermelon,Wild Watermelon,#fc6c85,133,108,252
wine,Wine,#722f37,55,47,114
wine_dregs,Wine Dregs,#673147,71,49,103
wisteria,Wisteria,#c9a0dc,220,160,201
wood_brown,Wood Brown,#c19a6b,107,154,193
xanadu,Xanadu,#738678,120,134,115
yale_blue,Yale Blue,#0f4d92,146,77,15
yellow,Yellow,#ff0,0,255,255
yellow_green,Yellow-Green,#9acd32,50,205,154
yellow_munsell,Yellow (Munsell),#efcc00,0,204,239
yellow_ncs,Yellow (Ncs),#ffd300,0,211,255
yellow_orange,Yellow Orange,#ffae42,66,174,255
yellow_process,Yellow (Process),#ffef00,0,239,255
yellow_ryb,Yellow (Ryb),#fefe33,51,254,254
zaffre,Zaffre,#0014a8,168,20,0
zinnwaldite_brown,Zinnwaldite Brown,#2c1608,8,22,44
